Data	NiW2DDCL2
Recipe	ADRIEN
Site Name	
Number of Points	251
Number of Traces	30
X-Resolution	2.000000
Y-Resolution	17.000000
X-Coord	3050.00
Y-Coord	2553.50

Normal	Data
38	   21209.8	   36200.5	   33784.2	   23832.6	   12363.7	   1758.04	  -11318.8	  -15663.1	  -15684.5	  -8823.25	  -2774.99	   18422.9	   42036.7	   40161.5	   38153.1	   50429.7	   47024.7	   29909.4	     14593	  -332.947	    -17021	    -15784	  -11440.5	  -15569.1	  -24596.8	  -31176.6	  -36513.2	  -40468.8	  -42903.9	  -46228.3
39	   21066.7	   37010.1	     35043	   25121.6	   13807.8	   3169.61	  -11071.2	  -14928.4	  -15137.2	  -8366.93	  -4031.78	   15044.1	     39370	   38498.6	   36650.7	   49481.7	   47751.4	     30866	   16077.5	   833.639	  -16672.6	  -18308.2	  -14182.5	  -17619.2	  -25585.8	  -29715.8	  -34864.5	  -40934.4	  -42898.1	  -44819.8
40	     21777	   36849.3	   35769.6	   26138.4	   15097.3	   4359.96	  -12096.4	  -13805.3	    -14386	  -7546.38	  -4775.52	   12539.5	   36195.4	   36492.6	   34841.9	   48392.2	   47312.8	   31509.3	   17024.4	   1585.32	  -16523.5	  -19841.5	  -17144.4	  -19842.4	  -25940.4	  -28679.6	  -33982.7	  -41306.5	  -43380.2	  -43752.7
41	   23249.1	   35911.4	   36004.2	   26884.6	   16152.5	   5201.16	  -13275.1	  -13218.9	  -13436.6	  -6839.35	  -5088.95	   10309.2	   33051.9	   34491.3	   32906.4	   47373.6	   46553.1	   32031.2	   17735.4	   1992.72	  -17206.9	  -20847.3	  -20140.3	  -21965.6	  -26234.2	    -27981	  -33650.6	  -41714.4	  -44053.2	  -43209.6
42	   25070.9	   35356.2	   35911.2	   27516.5	   17211.7	   6168.66	  -13018.7	  -12933.5	  -12627.4	  -6563.36	  -5439.22	   8549.52	   29685.6	   32439.8	   30893.3	   46187.5	   45720.2	   32603.9	   18392.2	   1146.94	    -18206	  -21452.9	  -22492.5	  -23919.8	  -27022.8	  -27822.2	  -32791.2	  -42167.3	  -44360.7	    -42494
43	   27426.9	   35515.2	   35726.7	     28045	   17833.3	   7281.31	  -12084.2	  -12080.7	    -11609	  -6830.06	  -5956.92	   6675.98	   25720.4	   30263.1	   28843.4	     44126	   44391.3	   32993.2	   18562.2	  -952.567	  -18742.1	  -21724.7	  -23727.2	  -25809.9	    -27775	  -27922.6	  -32156.2	  -42285.5	    -44775	  -41300.4
44	   29506.1	   35797.3	   35654.3	   28415.3	   17889.5	   7878.97	    -11132	  -11100.1	  -10613.1	  -7431.36	  -6597.68	   4479.26	   21579.5	   27841.4	   26779.2	   40801.5	   42453.7	   32991.9	   18292.8	  -3479.09	  -19033.5	  -21976.3	  -24292.7	  -27336.2	  -28433.4	    -28472	  -32019.7	  -42174.2	  -45248.4	  -40431.2
45	   30943.7	   36149.9	   35589.8	   28591.9	   17918.4	   7962.32	  -9123.58	  -10927.3	  -10231.8	   -7593.2	  -7158.13	    1877.9	   17917.9	   24870.8	   24642.1	     36105	   39844.3	   32384.5	   17993.9	  -6543.23	  -19448.4	    -22291	  -24741.9	  -28536.7	  -29393.6	  -29437.8	  -32499.9	  -42334.1	  -45488.6	  -40079.3
46	   32906.9	     36853	   35411.2	   28503.8	   18058.6	   8167.07	  -6636.81	    -11355	   -9858.5	  -6818.72	  -7379.79	  -1031.59	   15038.8	   21360.9	   22771.2	   30284.9	   36232.1	     31278	   17598.4	  -9296.34	  -19637.1	  -22361.3	  -25056.2	  -29298.1	    -30213	    -30569	  -33638.4	  -42778.7	  -45575.5	  -39973.1
47	   35621.2	   37764.7	   35651.2	   28437.5	     17857	   8399.23	  -5322.05	  -11263.7	  -9257.09	  -5866.51	   -7414.6	  -3092.58	   12749.6	   18173.6	   20939.5	   23893.3	   31729.6	   30250.6	   17085.2	  -10801.6	  -19647.9	  -22208.3	  -25300.6	  -29570.8	    -30526	  -32553.2	  -34898.5	  -43177.4	  -45580.3	  -40048.3
